start_time,end_time,text
1515.0,1518.4, he can really pass and make plays.
1518.4,1519.96, Montrez Harrell.
1519.96,1521.8, Foul by Looney.
1521.8,1524.08, And the former six man winner with the Clippers
1524.08,1525.08, will go to the line.
1526.96,1529.6, It has not been an easy adjustment for Montrez Harrell.
1529.6,1532.28, Last year played so well for the LA Clippers.
1532.28,1534.4, This year he's had some some good stretches.
1534.4,1535.6, His numbers are solid.
1535.6,1536.72," Not playing as many minutes,"
1536.72,1539.04," not getting as much touches,"
1539.04,1540.56, but it's been inconsistent at times.
1540.56,1542.6399999999999," Well, three centers makes it a challenge"
1542.6399999999999,1546.52, for the coaching staff and for the three players.
1546.52,1549.48," And I think the thing if I'm Harrell,"
1549.48,1552.32, my mentality's gotta be the way I got paid
1552.32,1553.96, and made it in this league.
1553.96,1555.88," I gave great energy, great effort,"
1555.88,1557.8, great enthusiasm from day one.
1557.8,1558.88, So I was a difference maker
1558.88,1561.12, because of the way I went about my business.
1561.12,1562.8, He's gotta get back to being that.
1562.8,1564.28, Then he's a handful to defend.
1565.24,1566.6, And I think it's interesting too.
1566.6,1568.92, I think the challenge going forward
1568.92,1572.52," for the coaching staff is at times last year,"
1573.52,1575.92," they played with, as a free throw rebounds given up,"
1575.92,1578.8, they played with Anthony Davis at center.
1578.8,1581.1599999999999," So now that they have three other centers,"
1581.1599999999999,1582.88, do you ever get back to that lineup?
1582.88,1584.6399999999999," Right, it's basically four centers"
1584.6399999999999,1586.8, that all feel they deserve time.
1586.8,1589.08," Horton Tucker goes inside, flips it up,"
1589.08,1590.88, and an offensive foul is called.
1593.36,1595.1599999999999, Horton Tucker picks up the personal.
1595.1599999999999,1598.2, Frank Vogel obviously disagrees with the call.
1599.48,1601.32, Horton Tucker wants to see the replay.
1603.36,1604.48, Not a lot there.
1605.68,1608.56," To me, that's not a defensive foul,"
1608.56,1610.32, but it's not an offensive foul either.
1611.32,1612.1599999999999, Pull to Wiggins.
1612.1599999999999,1614.04," Wiggins trying to slam it, shot blocked."
1614.04,1615.8," Horton Tucker right there, minimum of the rim,"
1615.8,1616.88, and then a foul.
1616.88,1619.44, As Wiggins goes crashing to the floor.
1621.36,1623.68, I like Wiggins trying to attack like that.
1627.8,1629.12, Attacking the rim.
1630.56,1632.24, Good job of going through that.
1633.36,1634.92, Horton Tucker is going vertical.
1636.12,1637.6, But I like what you talked about.
1639.12,1641.52, They need him to be aggressive on the offensive end.
1642.48,1643.68, Foul was on Caruso.
1644.92,1646.48, Caruso picks up his first.
1648.92,1651.48," Here's Poole, and Poole is fouled."
1651.48,1652.68," Before any shot attempt,"
1652.68,1654.12," Caruso trying to fight over the screen,"
1654.12,1655.44, picks up his second.
1656.32,1658.24, And I agree with the Lakers defensively right now.
1658.24,1659.48, You have to treat Jordan Poole
1659.48,1662.1599999999999," the way you treat Steph Curry with that first unit,"
1662.8,1664.48, and then the rim opens up for him.
1664.48,1668.08," Poole, the last six games averaged 20 a game."
1668.08,1671.24, He had a career high 38 last week.
1671.24,1672.64," With Curry on the bench,"
1672.64,1674.3200000000002, Frank Vogel said he's kind of taking over
1674.3200000000002,1676.3600000000001, like the C.J. McCollum role
1676.3600000000001,1678.28," in terms of when Lillard goes to the bench,"
1678.28,1679.28, McCollum has to score.
1679.28,1681.16, They need Poole to score.
1681.16,1683.12, Not that time as Kuzma gets the rebound.
1684.48,1687.4, Not that he was comparing him to C.J. McCollum.
1688.48,1690.8400000000001," Horton Tucker, short on the three."
1692.16,1694.12, Here's Poole inside the arc.
1698.12,1699.56, Six on the 24.
1700.52,1702.24, Wiggins against Caruso.
1702.24,1704.88, Nice spin move and finish from Andrew Wiggins.
1704.88,1706.3600000000001, He's got nine points.
1706.3600000000001,1708.68, He has a great right to left spin.
1712.68,1715.68, And he's got a great right to left spin.
1715.68,1718.68, He's got a great right to left spin.
1718.68,1721.68, And he's got a great right to left spin.
1723.1599999999999,1725.4, Harrell knocked away.
1725.4,1727.84," Ball picked up, Piscano Anderson."
1727.84,1728.6799999999998, Two on one break.
1728.6799999999998,1731.08, Goes right at LeBron James and finishes.
1731.92,1734.04, And a timeout called by Frank Vogel.
1734.88,1736.3600000000001, They got a lot of doubt down there.
1736.3600000000001,1738.1599999999999, We got a lot of belief.
1738.1599999999999,1739.56," Good job guys, good quarter."
1739.56,1740.92, Good quarter.
1740.92,1742.6," Holding on the boards,"
1742.6,1744.76," defending without fouling, all good stuff."
1745.8,1747.1599999999999, He has been proud of his team.
1747.1599999999999,1749.4," Talked about, you know, disjointed early."
1749.4,1751.88, Obviously the injury to Clay Thompson.
1752.6399999999999,1753.92," He said, but they've come together really well"
1753.92,1754.76, as the season went on.
1754.76,1756.2," He kept telling the team late in the season,"
1756.2,1757.1599999999999, we're gonna go on a run.
1757.1599999999999,1758.72, We're gonna go on a run.
1758.72,1761.6799999999998, And they finished 15 and five in those last 20 games.
1763.2,1766.4, And I like how Wiggins is picking up full court
1766.4,1767.48, on occasions.
1767.48,1769.1599999999999," James drives, gets inside."
1769.1599999999999,1770.8, Block by Piscano Anderson.
1770.8,1772.24, Knocked out of bounds.
1772.24,1773.6, Still Laker ball.
1779.1599999999999,1781.0, This is just good verticality.
1781.1599999999999,1782.3600000000001," Boy, this kid is tough."
1784.4,1787.48, Warriors have five block shots already.
1787.48,1790.04," James gets inside, bank shot, missed it."
1790.04,1792.88," Ball tipped out, Piscano Anderson pushing it up the floor."
1798.08,1802.3600000000001," Mulder, pull, Piscano Anderson out there with Looney."
1800.0,1804.16, Wiggins. Wiggins fires a three. Way off. And it's Laker ball.
1804.16,1807.04, And you look at this game right now with seven minutes to go in
1807.04,1810.64, in the second quarter. One team is getting after it like they want it.
1810.64,1814.16, And the other team is in chill mode. And if you're the Lakers you have to
1814.16,1817.92, respond because the Warriors are here to advance to Sunday.
1817.92,1821.44, Kuzma gets that one to go. Prior to that shot the Lakers were shooting
1821.44,1826.08, 24% from the field. They had missed eight shots in a row.
1826.08,1830.0, That's a very strong assertive move by Kuzma.
1834.72,1841.76, Wiggins to Looney. Toscano Anderson can't get the three. Montrez-Harold with the board.
1846.0,1850.8, James finds Montrez-Harold inside and throws it down in a crowd.
1850.8,1852.8, And it's out.
1852.8,1854.8, It's first field goal.
1856.8,1858.8, And a timeout call by Steve Kerr.
1860.8,1866.8, The Warriors are shooting 38%. 29 from three. And Steph Curry has five points.
1866.8,1870.8," Now both these teams, their defense has been a big part of their success."
1870.8,1874.8," As we mentioned, Lakers number one defensive rating and the Warriors number five."
1874.8,1880.8, Pull goes right out. Drummond layup is good. Tough shot from Jordan Pool.
1880.8,1884.8, Lakers looking to push the other way. Steve Kerr talked about that.
1884.8,1888.8, He wants his team to really push the tempo tonight.
1888.8,1892.8, Schroeder gets some room. Davis tries the three.
1894.8,1898.8, Davis has not shot the ball well from three since his return from the camp injury.
1898.8,1904.8," Curry finds some room, gets inside, draws the foul. Banker won't go. He's mad at himself, but he'll get two free throws."
1904.8,1910.8, And that's two straight pick and rolls that Drummond has been ineffective in defending.
1910.8,1914.8, He's got to get down a little bit lower. He has great feet.
1914.8,1922.8," He can do this, but he can't reach and get himself out of position."
1922.8,1930.8, Curry has talked this year. It's the best he's felt physically and the best he is seeing the game this year.
1940.8,1946.8, And the year off last year might have helped that as well.
1946.8,1950.8, Only five games played with a broken hand. There's no question it re-energized him.
1950.8,1956.8," Players will talk about this. Guys who play in the finals year after year, the grind of that, LeBron James, that's one of the unbelievable things about what he's able to do."
1956.8,1962.8, It's almost like another season. And it has recharged him.
1970.8,1976.8," Dennis Schroeder trying to get going, still looking for his first field goal, throws it away. Green with the steal."
1976.8,1988.8," That's great pick and roll defense. I mean, that's superior ability to play two, play the ball handler and play the role man."
1990.8,1998.8," You see Schroeder, he's got to come off the score. Green stunning at him and recovering. That's beautiful."
1998.8,2000.8, That's outstanding.
2000.8,2008.8, Steve Kerr talks about it all the time. He knows what the opponent is running. He blows up opponents' plays all the time.
2008.8,2013.8," Nice feed inside, but Basemore rushed it. Although Davis' presence had something to do with that."
2013.8,2018.8," Caldwell-Pope three pointer short, right back to him. Up top to Schroeder."
2020.8,2025.8," Caldwell-Pope pass inside, broke it up. Basemore this time got a hand on it."
2025.8,2030.8," Boy, active hands again from the Warriors. Poole explodes to the rim and finishes."
2030.8,2034.8," Jordan Poole, his second field goal, and it's back to a 10 point Warriors lead."
2034.8,2039.8, The Lakers have 30 points and there's under five to play in the first half.
2045.8,2051.8," Schroeder fakes. Caruso barely had it in his hand, knocks down the three."
2051.8,2057.8," I'm looking at that last possession. Anthony Davis has Kent Basemore on him and comes out the center high screener role, a side screener role."
2057.8,2062.8," Oh, give me the basketball. It's your time to be a little bit more aggressive."
2063.8,2070.8," Descano Anderson, Basemore fakes, drives on Caruso, leans in on Drummond, flips it up, and way off."
2070.8,2080.8, And an offensive foul is going to be called on Anthony Davis and Frank Bogle hot once again.
2080.8,2085.8," Right now, Draymond Green is putting on a master's class on how to defend."
2087.8,2092.8, He has taken Anthony Davis out of the ballgame. Now that's just a smart play.
2092.8,2098.8," He puts himself in position to take the hit, but he is in the head of Anthony Davis thus far."
2098.8,2103.8," And some join going on right now and a technical foul handed out, double technical."
2105.8,2110.8," John Goble came in, I believe it's on Davis and Descano Anderson. The Warriors are saying, why is it a double technical?"
2114.8,2119.8," With Draymond Green, you don't want to get caught in this. You already have a technical foul yourself."
2120.8,2125.8," So it is on Davis, but the other one's on Poole, Jordan Poole."
2126.8,2133.8," That's like the old line. When the NCAA got really mad at Kentucky, they put Cleveland State on probation."
2135.8,2144.8," Curry for three, his first three pointer of the half and from way downtown. And it makes it a 10 point game again."
2144.8,2147.8, But Davis is now at the five position.
2147.8,2154.8, And LeBron James back in. Schroeder 0 for 7. That's James Garda by Descano Anderson.
2160.8,2169.8," Leans in, excellent defense, throws it away. Boy, this Colins State defense, as you said, Mark, they're putting on a clinic here in the first half."
2169.8,2171.8, Five to shoot for the Lakers.
2171.8,2178.8," Caruso, shot clock winding down and Poole with a foul with 3.4 remaining on the shot clock."
2178.8,2184.8, Caruso shot clock winding down and Poole with a foul with 3.4 remaining on the shot clock.
2209.8,2218.8, Davis gets that one to go. Just his second field goal. He was 1 for 9 prior to that. It's an 8 point game.
2218.8,2225.8," Despite the horrific shooting by the Lakers, especially their stars, again, they're only down 8. Curry, another three."
2225.8,2229.8, Back to back threes for Steph Curry. Now he's got 12.
2230.8,2233.8, And this equals the largest lead of the first half.
2234.8,2242.8, Wiggins back in. Now Curry switches on James. Two former MVPs.
2246.8,2253.8, Davis against Wiggins. Davis settles for the jump shot and a rebound to Descano Anderson.
2255.8,2259.8," Green, beautiful pass ahead. Descano Anderson stripped by Caldwell Pope."
2259.8,2266.8, Shrooter tries a three. And then Shrooter still without a field goal. James to Davis. Davis blocked Green. Got a piece of it.
2266.8,2268.8, And the Warriors go the other way.
2269.8,2274.8, Another forced turnover by Golden State. Curry gets inside. Blocked by Shrooter.
2274.8,2280.8, Here comes Caruso the other way. Caruso almost tried an alley-oop to himself.
2280.8,2284.8, But somehow managed to get the layup to go. He did alley-oop it to himself. Got away with it.
2284.8,2291.8," Which is fine. You can throw it up. But I'll tell you what, Green not giving James a dunk to me is next level intelligence."
2291.8,2296.8, Draymond Green cross court to Poole. Poole for three. Knocks it down. A three pointer for Golden State.
2296.8,2305.8, Now the Golden State Warriors showing once again why they've been one of the best defensive teams in the history of the game.
2305.8,2309.8," Lead by Draymond Green. And guys you gotta figure, you've watched so much basketball."
2309.8,2313.8, He's one of the smartest defensive players I've seen in all my years covering the NBA.
2313.8,2321.8," Well I had the privilege of coaching him so I'm well aware from day one. His instincts, his intelligence, superior."
2321.8,2323.8, Shrooter the game is over.
2323.8,2325.8, The Warriors are back in the game.
2325.8,2327.8, And the Warriors are back in the game.
2327.8,2333.8," I've been coaching him so I'm well aware from day one. His instincts, his intelligence, superior."
2333.8,2336.8, Shrooter the drive.
2336.8,2340.8, Nearly another forced turnover but Caldwell-Pope has it.
2340.8,2343.8, And a whistle and a foul. Let's check in with Rachel.
2343.8,2348.8," Mike this is so interesting. According to all the tracking data we have now, if you look over the past eight years,"
2348.8,2354.8," no one has defended Anthony Davis on more plays than, yep, Draymond Green."
2354.8,2360.8, Draymond told me that that means there's no surprises. AD knows all of his little tricks. He knows all of Anthony's.
2360.8,2365.8," Instead he said quote, what it's gonna boil down to in this game, it boils down to heart."
2365.8,2372.8," It boils down to who wants it more. It boils down to who can out think the guy, other guy on a particular play."
2372.8,2377.8, He said it's not that I will go ahead and say I don't know what he's capable of. I know what he's capable of.
2377.8,2380.8, Draymond said it's can I stop him.
2380.8,2385.8," As you guys have noted tonight, we've seen a clinic Draymond's been doing that work, Mike."
2385.8,2389.8," Thank you Rachel. As Wiggins picks up the foul, James hits the free throw."
2389.8,2395.8," He just seems to shine come playoff time. He lives for these type of games, these type of matchups."
2395.8,2398.8," But you know what he knows also, Coach? He knows that."
2400.0,2403.64, and it's his advantage when it comes down to heart.
2403.64,2405.36," And it's no disrespect to Anthony Davis,"
2405.36,2408.02, but he has a fight his chance in that situation.
2408.02,2409.6," If it boils down to talent,"
2409.6,2411.3, it's Anthony Davis all day long.
2413.52,2418.44," Lakers shooting 30% from the field, 29% from three,"
2418.44,2420.58, and they have 38 points with a minute and a half
2420.58,2421.68, to play in the second.
2421.68,2425.16," Curry, three pointer, two strong rebound Caruso."
2430.32,2435.32," Davis comes back to Caruso, pull all over Caruso,"
2437.32,2438.84, and his headband knocked.
2438.84,2440.42, Now James and Wiggins.
2441.92,2445.2," Caldwell-Pope, corner three is up, shot no good."
2445.2,2447.2, And Wiggins with a rebound.
2447.2,2450.36, And great blockout by Toscano Anderson.
2450.36,2452.44," You don't see blocking out,"
2452.44,2456.16, but he eliminated Davis's size with that blockout.
2456.16,2458.08," Wiggins, nice turnaround, shot wouldn't go."
2458.12,2460.2, James looks to lead the break the other way.
2460.2,2463.0," Pass inside Caruso, layup, tough shot."
2463.0,2464.4, Able to get it off the glass.
2464.4,2466.96," Caruso is their leading scorer,"
2466.96,2469.46, and their only player with double figures with 12.
2470.6,2473.06, And that's a good sign if you're the Golden State Warriors.
2473.06,2474.8, Game plan dismal.
2474.8,2477.52, And I like this lineup with Davis at five.
2478.66,2481.16, A lot more from a spacing standpoint.
2483.04,2484.6," Pull, cross-court."
2484.6,2486.88, Toscano Anderson with five to shoot.
2486.88,2488.48, And hits the three-pointer.
2488.48,2491.88," Law Toscano Anderson, eight points off the bench."
2494.28,2497.12, Back to 12 with 25 seconds remaining.
2499.76,2502.8," The three leading scores for the LA Lakers,"
2502.8,2506.8," James, Davis, and Truder, three for 27 from the field."
2507.64,2510.12," Truder, the drive, layup is good, tough shot,"
2510.12,2511.64, and he finally gets one to go.
2511.64,2512.64, He was 0 for 8.
2513.92,2515.2, And I'm not allowing Steph Curry
2515.2,2517.0, to play one-on-one in this situation.
2519.48,2520.8, Either are they.
2520.8,2522.76," Curry, step back three."
2522.76,2525.16," Bang, at the buzzer."
2525.16,2527.08," Steph Curry from downtown,"
2527.08,2531.28, and the Warriors will take a 13-point lead into halftime.
2535.8,2538.78," What a first half for Golden State,"
2538.78,2540.56," defensively putting on a clinic,"
2540.56,2542.56, and then Curry coming alive
2542.56,2544.86, from three-point range in the second period.
2545.92,2547.92, And he's got a three-pointer.
2555.92,2557.6," Baysmore steps back three-pointer,"
2557.6,2561.56," way off rebound Looney, but he's called for a push."
2561.56,2564.28," Looney, by the way, had 11 rebounds in that first half"
2564.28,2566.04, as he picks up his second.
2566.04,2569.24," And Coach, if I was Dennis Truder, LeBron James,"
2569.24,2571.16," Anthony Davis, looking at what we talked about,"
2571.16,2572.76," the impact in that first half,"
2572.76,2574.16," I'd cut off the coach,"
2574.2,2575.0, and I'd be better.
2575.0,2578.56, I've got to do a better job of taking care of my business.
2578.56,2580.16, Forget about what's on the board.
2581.2,2583.76," Again, considering those numbers,"
2583.76,2586.24," they're fortunate to be only down by 13,"
2586.24,2588.64, as we've seen in the NBA.
2588.64,2592.4, 13 points is not a huge deficit to overcome.
2592.4,2593.88, There's a shot clock's down to four.
2593.88,2595.56," Truder drives on Wiggins,"
2596.48,2598.16, and a foul.
2598.16,2599.48, He'll take it on the side.
2600.72,2602.44, He'll send it over to Rachel.
2602.44,2604.4," Well, Mike, I'm told there was plenty of excitement"
2604.4,2606.4," as the Warriors piled into the locker room,"
2606.4,2609.32, coming off that great step shot to close the first half.
2609.32,2612.96, But I'm also told it only lasted about 15 seconds.
2612.96,2616.16, And then Steve Kerr got everyone to buckle down and refocus.
2616.16,2617.96," No major adjustments for the Warriors,"
2617.96,2619.44," but he did tell the team,"
2619.44,2621.52, prepare for the Lakers to make some runs here.
2621.52,2622.68, They're a championship team.
2622.68,2624.0, We just have to weather them.
2624.0,2626.0," Meanwhile, over on the Lakers side,"
2626.0,2627.64, the coaching staff told players
2627.64,2630.36, they got to be more physical against this Warriors squad.
2630.36,2632.24," They do have that size advantage,"
2633.04,2634.6," but they also told the guys, just relax."
2634.6,2636.16, We're missing wide open shots.
2636.16,2638.2, Just ease into it here.
2638.2,2640.2," These are shots that you can make, Mike."
2641.48,2642.32," Thank you, Rachel."
2642.32,2644.04, This is Draymond Green picked up the foul.
2644.04,2647.28," Initially, Josh Tiven said it was on the floor,"
2647.28,2648.8, but talked with his fellow officials.
2648.8,2650.52, They changed it to the act of shooting.
2650.52,2653.68," No, he got bullied by LeBron James into asking."
2653.68,2655.44," No, that's the real deal."
2655.44,2656.6, That's another way of putting it.
2656.6,2658.36, And they changed the call.
2658.36,2660.64, And I'm not saying it wasn't the right call.
2660.64,2664.48, I'm saying that's why they discussed it.
2664.48,2667.44, And I would have a different message for the Lakers.
2667.44,2668.76, I wouldn't say relax.
2668.76,2670.48, I would say we're too relaxed.
2672.3,2673.46, Let's do something.
2674.96,2677.8," No doubt, Warriors look like the hungry team."
2677.8,2679.4," Curry saves it, but right to shoot her"
2679.4,2680.94, on an errant pass from Green.
2682.08,2683.64, And here comes James.
2683.64,2684.8, James gets into the paint.
2684.8,2686.44," Mid-range jumper, shot won't go."
2686.44,2687.52, Looney another rebound.
2687.52,2689.52, Quick outlet to Curry.
2689.52,2691.36," Curry to Basemore, attacks the rim."
2691.36,2692.7799999999997," Layup shot, no good."
2698.04,2700.88, Golden State looking to push it every opportunity.
2701.84,2704.04," Schroeder draws the foul, shot won't go,"
2704.04,2707.12, but Steph Curry will pick up his second personal.
2707.96,2710.6," And that's been a problem for Golden State all year,"
2710.6,2713.1, which is fouling too much.
2714.36,2718.48," And to start this half, they haven't made them make shots."
2718.48,2720.56, They've put Schroeder to the line twice.
2720.56,2724.2, Schroeder missed 14 days down the stretch
2724.2,2725.68," with the health and safety protocols,"
2725.68,2726.78," played the last two games,"
2726.78,2729.7, but his conditioning is far from where it should be.
2749.48,2752.08, Schroeder led the team in scoring
2752.08,2753.56, when LeBron James was out.
2753.56,2756.28," Mark, they need him to be super aggressive."
2756.28,2759.36," Absolutely, out of pick and rolls, in transition."
2759.36,2761.16," At their best, he's that third option,"
2761.16,2764.04, and at times carries them offensively.
2764.04,2764.88, Curry to Green.
2764.88,2766.68, Green trying to jam it.
2766.68,2768.08, James and Drummond right there.
2768.08,2769.7200000000003, James down the other end.
2769.7200000000003,2772.28," Layup, block, a foul, count it, and one."
2772.28,2775.7200000000003," Still went down, and a chance for a three-point play."
2775.7200000000003,2777.82, And suddenly it's just a seven-point game
2777.82,2779.3, with a free throw.
2779.3,2782.5," The coach, a recipe for disaster if you're the Warriors."
2782.5,2784.7799999999997," Allowing the Lakers to get to the free throw line,"
2784.7799999999997,2786.46," turning the basketball over,"
2786.46,2788.92, and giving them easy opportunities in transition.
2790.42,2793.82," Sometimes teams in this league frustrate me,"
2793.82,2797.3, but what the Utah Jazz just did
2797.3,2802.3, by giving out 52 full-ride scholarships
2802.82,2806.38, to underserved kids is a home run
2806.38,2809.06, that the whole league should adopt.
2809.06,2809.9, Absolutely.
2810.82,2812.58," When the players were calling the kids,"
2812.58,2814.46," I looked at that video,"
2814.46,2819.46, and I was absolutely so proud of Utah and the players.
2821.58,2823.7, I just thought it was brilliant.
2823.7,2826.58, So special for those young men and women.
2826.58,2828.92, As Wiggins spins and backs it home.
2829.94,2831.46, Back up to eight for Golden State.
2831.46,2833.62, Warriors have led the entire game.
2833.62,2834.7, Lakers have not led.
2834.7,2837.98, The largest lead is 13.
2837.98,2839.74," Right now, 57-49."
2839.74,2841.26, Caldwell-Pulp to James.
2841.26,2842.36, James kicks it out.
2843.9,2845.14, Caldwell-Pulp off the bounce.
2845.14,2846.2200000000003, Running layup is good.
2846.2200000000003,2848.66, Sweet move from Contavious Caldwell-Pulp.
2848.66,2850.02, He's got eight points.
2850.02,2854.02, And I like that offensive set by Los Angeles
2854.02,2856.9, having James as the screener.
2856.9,2857.92," When he's the screener,"
2857.92,2859.98," it is really hard to guard, pick, and roll."
2859.98,2861.7," Curry behind the back, flips it up."
2861.7,2862.78, And Whirlpool's short.
2862.94,2864.66, And as Davis grabs the rebound.
2864.66,2866.7," And especially the screener with Curry involved,"
2866.7,2868.66, it puts you in the dilemma defensively.
2871.54,2872.66, James to Davis.
2872.66,2874.96," Davis, three-pointer won't go."
2876.66,2879.72, Lakers just five of 19 from downtown.
2879.72,2882.2, Golden State has hit twice as many threes.
2884.18,2886.66, Dangerous pass stolen by Caldwell-Pulp.
2886.66,2887.9, Caldwell-Pulp down the other end.
2887.9,2889.4," Layup block, but a foul."
2890.4,2893.68, Raymond Green upset after the turnover.
2893.68,2896.7799999999997, The Caldwell-Pulp will shoot a couple of free throws.
2899.24,2900.6," But again, when we're talking about a team"
2900.6,2901.56," that's struggling to score,"
2901.56,2903.2799999999997, you're giving them opportunities.
2903.2799999999997,2905.84, Carelessness on the offensive end by the Warriors.
2905.84,2909.6," And they're already, the Lakers are already in the penalty."
2909.6,2912.38, So they're shooting the rest of the quarter
2912.38,2915.12, while LA hasn't committed a team foul.
2915.12,2918.48, Golden State already five team fouls.
2918.56,2920.08, And Caldwell-Pulp's numbers.
2922.48,2924.7200000000003, One of these teams tonight will earn the seventh seed
2924.7200000000003,2927.84, in the West in the right to get into the NBA playoffs.
2927.84,2930.04, And you can watch the NBA playoffs starting Saturday
2930.04,2934.4," on ABC, ESPN, TNT, and NBA TV."
2934.4,2937.48, The winner tonight will face Phoenix.
2938.4,2940.6, That game one will be Sunday.
2940.6,2943.76, Time to be determined in Phoenix against the Suns.
2945.4,2947.56, Just a spectacular season.
2947.6,2949.72," LA finished second, Utah finished one."
2951.84,2953.68, These two teams in the playing.
2954.52,2958.08, Schroeder against Wiggins playing physical.
2958.08,2960.44," Wiggins spins, tied up, shot clock at five,"
2960.44,2962.26, Green another turnover.
2964.44,2967.16," As Davis brings it into the front court,"
2967.16,2970.8," back up Schroeder, puts up the three, puts it in."
2970.8,2973.96, Dennis Schroeder just his second field goal.
2973.96,2976.12, And it's a one point game.
2976.16,2978.0, You get into rhythm at the free throw line.
2978.0,2980.36, So he caught a rhythm at the free throw line.
2981.48,2983.12, And now he knocks in the three.
2984.0,2986.0, And a foul down the other end.
2986.0,2986.84, Crowd doesn't like it.
2986.84,2990.7200000000003," There's about 6,000 fans here at the Staples Center tonight."
2992.52,2996.12, And this is just a wide open catch and shoot three.
2996.12,2998.36," And Mike, you mentioned 6,000 fans."
3000.0,3003.8," I also love that they have, they were able to get more fans"
3003.8,3005.96," because they have what, a vaccinated section?"
3005.96,3006.8, Yep.
3006.8,3007.62, I love that.
3008.8,3012.48," Curry, step back, three pointer and his foul."
3012.48,3014.22, Schroeder commits the personal.
3014.22,3015.48, That's going to be his first
3015.48,3017.8, and Curry will shoot three free throws.
3023.08,3024.8, And I thought he kicked out his leg.
3024.8,3027.68, I would really think about challenging that.
3030.0,3035.0, He does get into that landing area.
3040.24,3041.88," And Mike, you talked about the winner"
3041.88,3043.12, playing the Phoenix Suns.
3043.12,3045.8, So I want to say congratulations to coach Monty Williams
3045.8,3049.84, who the coaches voted him as the coach of the year.
3049.84,3050.68, Yep.
3050.68,3052.24," His season in NBA, a job well done"
3052.24,3054.28, and an award well deserved.
3054.28,3055.62, Absolutely.
3055.62,3056.46, Terrific job.
3056.46,3058.18, And I love their whole team attitude.
3058.18,3061.42, They weren't trying to manipulate the standings.
3061.42,3064.34," They, whoever comes our way, comes our way."
3065.46,3068.7, How about the season Chris Paul has had for that team?
3069.98,3072.02," Meanwhile, these two coaches,"
3072.02,3073.78, a little chess match right now.
3075.18,3078.44," Curry hits all three, lead back up to four,"
3078.44,3080.46, 18 points for Curry.
3080.46,3083.22," As a successful coach in this league for so many years,"
3083.22,3085.22, did you ever try to manipulate the standings
3085.22,3087.38, and see who you was going to match up with?
3087.38,3090.66," Now I just, I had like just,"
3090.66,3091.82," whether I was right or wrong,"
3091.82,3096.46," that whole karma as Anthony Davis takes another three,"
3096.46,3098.28, I just didn't believe in it.
3098.28,3101.42," If you want to, if you're a championship mentality,"
3101.42,3103.94, I just think you got to play everybody.
3103.94,3105.34, Blocked by Looney.
3105.34,3106.66, Drummond tried to get it to go.
3106.66,3107.98, He thought he was fouled.
3107.98,3110.98," Again, the initial Draymond green defense on Davis"
3110.98,3112.74, forced him to pass it.
3112.74,3115.14," Wiggins, step back jumper, got it."
3115.18,3117.58, Andrew Wiggins now with 13 points.
3117.58,3118.94, How about the move by Wiggins?
3118.94,3120.82, That's not an easy shot.
3120.82,3123.14," Oh, but he's got that right to left spin."
3127.74,3130.14," Wiggins one-on-one with LeBron James,"
3130.14,3132.66, who's just two of nine from the field.
3132.66,3133.62, Jumper is good.
3135.5,3137.86, He's got to look at it like it's disrespectful.
3137.86,3139.34," As good a defender as Wiggins is,"
3139.34,3142.54," you're going to play me one-on-one, recognize who I am."
3142.54,3143.54, Take it personal.
3145.26,3147.5, Schroeder gets right up into Curry.
3147.5,3149.3, Curry splits the defense.
3149.3,3152.06," Dangerous pass, stolen by Caldwell-Pope."
3153.34,3157.22, That's nine turnovers now for the Warriors.
3157.22,3159.9, Four of them already here in his third quarter.
3159.9,3162.22, We played just five minutes.
3162.22,3164.14," Schroeder, baseline jumper is short."
3171.74,3173.72," Curry, triple team finds Looney."
3174.68,3176.36, Touch pass to Basemore.
3176.36,3177.6, Corner three is good.
3177.6,3180.6, Basemore with his third three-pointer.
3180.6,3182.8, And now Frank Vogel wants to time out the lead
3182.8,3184.56, right back up to seven.
3184.56,3187.44, The 11th three-pointer for Golden State.
3189.64,3191.52, You know what I like too?
3191.52,3194.36, The sweatsuits that the Warriors are wearing
3194.36,3196.66, with paying homage to Oakland.
3197.6,3199.16, That's pretty good.
3199.16,3200.0, I love that.
3200.0,3200.84, That's a good one.
3203.84,3205.92, Drummond hands off Caldwell-Pope.
3205.92,3206.76, Double team him.
3206.76,3207.6, Davis swings it.
3207.6,3209.56, Now Schroeder across the lane.
3209.56,3211.44, Shot clock down to seven.
3211.44,3212.76, Schroeder giving some room.
3212.76,3213.92, Hesitated.
3213.92,3214.76, Shot clock at two.
3214.76,3216.76, Caruso on the drive.
3216.76,3218.68," On the pull-up shot, way off."
3219.52,3221.12, And a 24-second violation.
3221.12,3224.76, Another excellent defensive sequence from Golden State.
3225.88,3227.36, But I thought Schroeder cooperated.
3227.36,3229.48, He had a couple of shots and he turned down
3229.48,3230.32, the rest of the game.
3230.32,3231.16, That's impressive.
3231.16,3232.6, And I'll tell you what I find interesting.
3232.6,3234.68, Didn't they say before the game
3234.68,3238.56, that they wanted to limit LeBron James to 28 or 30 minutes?
3238.56,3241.4, He only has eight minutes left.
3241.4,3242.4, He's sitting right now.
3242.4,3246.04, He played 17 and a half minutes in the first half.
3246.04,3247.96," And 22 overall, so."
3252.96,3254.8, Wiggins against Caruso.
